,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Temp,Wind Speed,Max Temp
378,803,basay,71,PH,1612051530,74,9.4087,122.64,25.95,7.35,25.95
379,803,broken hill,67,AU,1612051531,49,-31.95,141.4333,22.0,5.66,22.0
380,800,radhan,0,PK,1612051531,34,27.1833,67.95,12.59,1.48,12.59
381,802,pilar,40,BR,1612051332,94,-9.5972,-35.9567,25.0,2.06,25.0
382,800,alice,1,US,1612051531,45,27.7523,-98.0697,30.12,2.63,31.0
383,804,half moon bay,90,US,1612051347,76,37.4636,-122.4286,13.11,3.6,14.44
384,802,cozumel,40,MX,1612051531,54,20.5083,-86.9458,26.17,1.54,28.0
385,804,mikhaylovsk,90,RU,1612051531,100,45.1283,42.0256,0.78,9.0,1.0
386,800,rancho palos verdes,1,US,1612051531,58,33.7445,-118.387,14.13,5.14,15.56
387,804,zyryanka,100,RU,1612051355,83,65.75,150.85,-35.32,5.76,-35.32
388,601,beringovskiy,100,RU,1612051346,95,63.05,179.3167,-13.55,12.43,-13.55
389,802,mandalgovi,50,MN,1612051532,88,45.7625,106.2708,-13.75,7.53,-13.75
